"flight_id","departure_airport","sum"
21072,"AAQ","11:26:00"
21073,"AAQ","11:27:00"
21074,"AAQ","11:32:00"
21075,"AAQ","11:36:00"
21076,"AAQ","11:36:00"
21077,"AAQ","11:36:00"
21078,"AAQ","11:39:00"
21079,"AAQ","11:40:00"
21080,"AAQ","11:40:00"
21081,"AAQ","11:43:00"
21082,"AAQ","11:48:00"
21083,"AAQ","11:52:00"
21084,"AAQ","11:53:00"
21085,"AAQ","11:54:00"
21086,"AAQ","11:54:00"
21087,"AAQ","11:54:00"
21088,"AAQ","11:54:00"
21089,"AAQ","11:54:00"
21090,"AAQ","11:55:00"
21091,"AAQ","11:58:00"
21092,"AAQ","11:58:00"
21093,"AAQ","11:58:00"
21094,"AAQ","11:58:00"
21095,"AAQ","11:58:00"
21096,"AAQ","12:02:00"
21097,"AAQ","12:04:00"
21098,"AAQ","12:04:00"
21099,"AAQ","12:04:00"
21100,"AAQ","12:04:00"
21101,"AAQ","12:04:00"
21102,"AAQ","12:07:00"
21103,"AAQ","12:17:00"
21104,"AAQ","12:21:00"
21105,"AAQ","12:21:00"
21106,"AAQ","12:26:00"
21107,"AAQ","12:26:00"
21108,"AAQ","12:28:00"
21109,"AAQ","12:29:00"
21110,"AAQ","12:32:00"
21111,"AAQ","12:32:00"
18259,"ABA","00:10:00"
18260,"ABA","00:10:00"
18261,"ABA","00:10:00"
18262,"ABA","00:11:00"
18263,"ABA","00:10:00"
18264,"ABA","00:07:00"
18265,"ABA","00:07:00"
18266,"ABA","00:06:00"
18267,"ABA","00:06:00"
18268,"ABA","00:06:00"
18269,"ABA","00:06:00"
18270,"ABA","00:09:00"
18271,"ABA","00:09:00"
18272,"ABA","00:15:00"
18273,"ABA","00:15:00"
18274,"ABA","00:13:00"
18275,"ABA","00:13:00"
18276,"ABA","00:16:00"
18277,"ABA","00:17:00"
18278,"ABA","00:17:00"
18279,"ABA","00:17:00"
18280,"ABA","00:19:00"
18281,"ABA","00:19:00"
18282,"ABA","00:23:00"
18283,"ABA","00:28:00"
18284,"ABA","00:29:00"
18285,"ABA","00:29:00"
18286,"ABA","00:31:00"
18287,"ABA","00:31:00"
18288,"ABA","00:35:00"
18289,"ABA","00:35:00"
18290,"ABA","00:37:00"
18291,"ABA","00:37:00"
18292,"ABA","00:38:00"
18293,"ABA","00:38:00"
18294,"ABA","00:38:00"
18295,"ABA","00:43:00"
18296,"ABA","00:44:00"
18297,"ABA","00:44:00"
18298,"ABA","00:44:00"
18299,"ABA","00:44:00"
18300,"ABA","00:49:00"
18301,"ABA","00:53:00"
18302,"ABA","00:53:00"
18303,"ABA","00:57:00"
18304,"ABA","01:03:00"
18305,"ABA","01:03:00"
18306,"ABA","01:03:00"
18307,"ABA","01:03:00"
18308,"ABA","01:03:00"
18309,"ABA","01:03:00"
18310,"ABA","03:49:00"
18311,"ABA","03:56:00"
18312,"ABA","04:01:00"
18313,"ABA","04:05:00"
18314,"ABA","04:05:00"
18315,"ABA","04:05:00"
18316,"ABA","04:05:00"
18317,"ABA","04:05:00"
18318,"ABA","04:05:00"
18319,"ABA","04:05:00"
18320,"ABA","04:05:00"
18321,"ABA","04:05:00"
18322,"ABA","04:05:00"
18323,"ABA","04:05:00"
18324,"ABA","04:05:00"
18325,"ABA","04:10:00"
18326,"ABA","04:10:00"
18327,"ABA","04:15:00"
18328,"ABA","04:15:00"
18329,"ABA","04:15:00"
18330,"ABA","04:17:00"
18331,"ABA","04:20:00"
18332,"ABA","04:23:00"
18333,"ABA","04:23:00"
18334,"ABA","04:23:00"
18335,"ABA","04:26:00"
18336,"ABA","04:29:00"
18337,"ABA","04:31:00"
18338,"ABA","04:31:00"
18339,"ABA","04:31:00"
18340,"ABA","04:31:00"
18341,"ABA","04:31:00"
18342,"ABA","07:48:00"
18343,"ABA","07:57:00"
18344,"ABA","08:02:00"
18345,"ABA","08:02:00"
18346,"ABA","08:02:00"
18347,"ABA","08:07:00"
18348,"ABA","08:08:00"
18349,"ABA","08:08:00"
18350,"ABA","08:09:00"
18351,"ABA","08:09:00"
18352,"ABA","08:09:00"
18353,"ABA","08:09:00"
18354,"ABA","08:09:00"
18355,"ABA","08:12:00"
18356,"ABA","08:19:00"
18357,"ABA","08:23:00"
18358,"ABA","08:22:00"
18359,"ABA","08:28:00"
18360,"ABA","08:30:00"
18361,"ABA","08:30:00"
18362,"ABA","08:30:00"
18363,"ABA","08:30:00"
18364,"ABA","08:30:00"
18365,"ABA","08:37:00"
18366,"ABA","08:40:00"
18367,"ABA","08:43:00"
18368,"ABA","08:51:00"
18369,"ABA","08:51:00"
18370,"ABA","08:51:00"
18371,"ABA","08:52:00"
18372,"ABA","08:52:00"
18373,"ABA","08:52:00"
18374,"ABA","08:52:00"
18375,"ABA","08:52:00"
18376,"ABA","08:52:00"
18377,"ABA","08:52:00"
18378,"ABA","08:58:00"
18379,"ABA","09:00:00"
18380,"ABA","09:02:00"
18381,"ABA","09:09:00"
18382,"ABA","09:12:00"
18383,"ABA","09:12:00"
18384,"ABA","09:16:00"
18385,"ABA","09:16:00"
18386,"ABA","09:16:00"
18387,"ABA","09:22:00"
18388,"ABA","09:25:00"
18389,"ABA","09:28:00"
18390,"ABA","09:29:00"
18391,"ABA","09:35:00"
18392,"ABA","13:08:00"
18393,"ABA","13:08:00"
18394,"ABA","16:11:00"
18395,"ABA","16:16:00"
18396,"ABA","16:16:00"
18397,"ABA","16:16:00"
18398,"ABA","16:16:00"
18399,"ABA","16:16:00"
18400,"ABA","16:23:00"
18401,"ABA","16:23:00"
18402,"ABA","16:23:00"
18403,"ABA","16:29:00"
18404,"ABA","16:30:00"
18405,"ABA","16:30:00"
18406,"ABA","16:30:00"
18407,"ABA","16:30:00"
18408,"ABA","16:32:00"
18409,"ABA","16:36:00"
18410,"ABA","16:36:00"
18411,"ABA","20:26:00"
18412,"ABA","20:30:00"
18413,"ABA","23:46:00"
18414,"ABA","23:46:00"
18415,"ABA","23:46:00"
18416,"ABA","23:47:00"
18417,"ABA","23:49:00"
18418,"ABA","23:53:00"
18419,"ABA","23:53:00"
18420,"ABA","23:53:00"
18421,"ABA","23:53:00"
18422,"ABA","23:53:00"
18423,"ABA","23:53:00"
18424,"ABA","23:58:00"
18425,"ABA","24:00:00"
18426,"ABA","24:00:00"
18427,"ABA","24:01:00"
18428,"ABA","24:01:00"
18429,"ABA","24:05:00"
18430,"ABA","24:05:00"
18431,"ABA","24:05:00"
18432,"ABA","24:05:00"
18433,"ABA","24:07:00"
18434,"ABA","24:07:00"
18435,"ABA","24:11:00"
18436,"ABA","24:12:00"
18437,"ABA","24:14:00"
18438,"ABA","24:17:00"
18439,"ABA","24:17:00"
18440,"ABA","24:17:00"
18441,"ABA","24:20:00"
18442,"ABA","24:20:00"
18443,"ABA","24:23:00"
18444,"ABA","24:30:00"
18445,"ABA","24:30:00"
18446,"ABA","24:30:00"
18447,"ABA","24:30:00"
18448,"ABA","24:30:00"
18449,"ABA","24:30:00"
18450,"ABA","24:32:00"
18451,"ABA","27:37:00"
18452,"ABA","27:44:00"
18453,"ABA","27:44:00"
18454,"ABA","27:46:00"
18455,"ABA","27:46:00"
18456,"ABA","27:52:00"
18457,"ABA","27:52:00"
18458,"ABA","27:52:00"
18459,"ABA","27:54:00"
18460,"ABA","27:54:00"
18461,"ABA","27:58:00"
18462,"ABA","28:03:00"
18463,"ABA","28:03:00"
18464,"ABA","28:03:00"
18465,"ABA","28:03:00"
18466,"ABA","28:06:00"
18467,"ABA","28:08:00"
18468,"ABA","28:08:00"
18469,"ABA","28:10:00"
18470,"ABA","28:10:00"
18471,"ABA","28:10:00"
18472,"ABA","28:10:00"
18473,"ABA","28:10:00"
18474,"ABA","28:11:00"
18475,"ABA","28:11:00"
18476,"ABA","28:13:00"
18477,"ABA","28:15:00"
18478,"ABA","28:19:00"
18479,"ABA","28:19:00"
18480,"ABA","28:19:00"
18481,"ABA","28:22:00"
18482,"ABA","28:22:00"
18483,"ABA","28:28:00"
18484,"ABA","28:31:00"
18485,"ABA","28:32:00"
18486,"ABA","28:32:00"
18487,"ABA","28:32:00"
18488,"ABA","28:33:00"
18489,"ABA","28:33:00"
18490,"ABA","28:37:00"
18491,"ABA","28:42:00"
18492,"ABA","28:42:00"
18493,"ABA","28:44:00"
30514,"AER","-00:01:00"
30515,"AER","-00:01:00"
30516,"AER","00:05:00"
30517,"AER","00:11:00"
30518,"AER","00:11:00"
30519,"AER","00:12:00"
30520,"AER","00:15:00"
30521,"AER","00:21:00"
30522,"AER","00:21:00"
30523,"AER","00:21:00"
30524,"AER","00:28:00"
30525,"AER","00:30:00"
30526,"AER","00:32:00"
30527,"AER","00:40:00"
30528,"AER","00:40:00"
30529,"AER","00:40:00"
30530,"AER","00:43:00"
30531,"AER","00:47:00"
30532,"AER","00:47:00"
30533,"AER","00:47:00"
30534,"AER","00:47:00"
30535,"AER","00:47:00"
30536,"AER","00:47:00"
30537,"AER","00:52:00"
30538,"AER","00:52:00"
30539,"AER","00:52:00"
30540,"AER","00:52:00"
30541,"AER","00:54:00"
30542,"AER","00:54:00"
30543,"AER","00:59:00"
30544,"AER","01:02:00"
30545,"AER","01:02:00"
30546,"AER","01:02:00"
30547,"AER","01:05:00"
30548,"AER","01:05:00"
30549,"AER","01:09:00"
30550,"AER","01:11:00"
30551,"AER","01:15:00"
30552,"AER","01:15:00"
30553,"AER","01:15:00"
30554,"AER","01:15:00"
30555,"AER","01:21:00"
30556,"AER","01:21:00"
30557,"AER","01:21:00"
30558,"AER","01:21:00"
30559,"AER","01:24:00"
30560,"AER","01:28:00"
30561,"AER","01:31:00"
30562,"AER","01:31:00"
30563,"AER","01:34:00"
30564,"AER","01:34:00"
30565,"AER","01:34:00"
30566,"AER","01:34:00"
30567,"AER","01:38:00"
30568,"AER","04:30:00"
30569,"AER","04:30:00"
30570,"AER","07:32:00"
30571,"AER","07:32:00"
30572,"AER","07:36:00"
30573,"AER","07:36:00"
30574,"AER","07:36:00"
30575,"AER","07:36:00"
30576,"AER","07:39:00"
30577,"AER","07:39:00"
30578,"AER","07:39:00"
30579,"AER","07:39:00"
30580,"AER","07:38:00"
30581,"AER","07:42:00"
30582,"AER","07:43:00"
30583,"AER","07:43:00"
30584,"AER","07:43:00"
30585,"AER","07:47:00"
30586,"AER","07:50:00"
30587,"AER","07:50:00"
30588,"AER","07:50:00"
30589,"AER","07:52:00"
30590,"AER","07:56:00"
30591,"AER","07:56:00"
30592,"AER","07:58:00"
30593,"AER","07:58:00"
30594,"AER","07:59:00"
30595,"AER","08:07:00"
30596,"AER","08:11:00"
30597,"AER","08:11:00"
30598,"AER","08:12:00"
30599,"AER","08:12:00"
30600,"AER","08:12:00"
30601,"AER","08:12:00"
30602,"AER","08:19:00"
30603,"AER","08:20:00"
30604,"AER","08:24:00"
30605,"AER","08:24:00"
30606,"AER","08:31:00"
30607,"AER","08:31:00"
30608,"AER","08:31:00"
30609,"AER","08:31:00"
30610,"AER","08:31:00"
30611,"AER","08:33:00"
30612,"AER","08:33:00"
30613,"AER","08:33:00"
30614,"AER","08:33:00"
30615,"AER","08:35:00"
30616,"AER","08:35:00"
30617,"AER","08:35:00"
30618,"AER","08:38:00"
30619,"AER","12:09:00"
30620,"AER","12:12:00"
30621,"AER","12:12:00"
30622,"AER","12:12:00"
30623,"AER","12:12:00"
30624,"AER","12:17:00"
30625,"AER","12:21:00"
30626,"AER","12:23:00"
30627,"AER","12:23:00"
30628,"AER","12:26:00"
30629,"AER","12:31:00"
30630,"AER","12:31:00"
30631,"AER","12:34:00"
30632,"AER","12:38:00"
30633,"AER","12:39:00"
30634,"AER","12:39:00"
30635,"AER","12:39:00"
30636,"AER","12:42:00"
30637,"AER","12:42:00"
30638,"AER","12:48:00"
30639,"AER","12:54:00"
30640,"AER","12:54:00"
30641,"AER","12:54:00"
30642,"AER","12:54:00"
30643,"AER","12:54:00"
30644,"AER","12:54:00"
30645,"AER","12:57:00"
30646,"AER","12:57:00"
30647,"AER","12:57:00"
30648,"AER","12:57:00"
30649,"AER","12:58:00"
30650,"AER","12:58:00"
30651,"AER","13:00:00"
30652,"AER","13:02:00"
30653,"AER","13:03:00"
30654,"AER","13:03:00"
30655,"AER","13:03:00"
30656,"AER","13:03:00"
30657,"AER","13:06:00"
30658,"AER","13:09:00"
30659,"AER","13:17:00"
30660,"AER","13:21:00"
30661,"AER","13:21:00"
30662,"AER","13:21:00"
30663,"AER","13:22:00"
30664,"AER","13:25:00"
30665,"AER","13:25:00"
30666,"AER","13:25:00"
30667,"AER","13:25:00"
30668,"AER","13:27:00"
30669,"AER","13:28:00"
30670,"AER","13:33:00"
30671,"AER","13:33:00"
30672,"AER","13:36:00"
30673,"AER","13:38:00"
30674,"AER","13:45:00"
30675,"AER","13:49:00"
30676,"AER","13:49:00"
30677,"AER","13:54:00"
30678,"AER","13:55:00"
30679,"AER","13:55:00"
30680,"AER","13:55:00"
30681,"AER","13:57:00"
30682,"AER","13:57:00"
30683,"AER","13:59:00"
30684,"AER","14:03:00"
30685,"AER","14:03:00"
30686,"AER","14:03:00"
30687,"AER","14:03:00"
30688,"AER","14:05:00"
30689,"AER","14:06:00"
30690,"AER","14:06:00"
30691,"AER","14:11:00"
30692,"AER","14:11:00"
30693,"AER","14:11:00"
30694,"AER","14:11:00"
30695,"AER","14:13:00"
30696,"AER","14:14:00"
30697,"AER","14:13:00"
30698,"AER","14:13:00"
30699,"AER","14:16:00"
30700,"AER","14:19:00"
30701,"AER","14:25:00"
30702,"AER","14:27:00"
30703,"AER","14:28:00"
30704,"AER","14:33:00"
30705,"AER","14:37:00"
30706,"AER","14:38:00"
30707,"AER","14:38:00"
30708,"AER","14:38:00"
30709,"AER","14:42:00"
30710,"AER","14:46:00"
30711,"AER","18:30:00"
30712,"AER","18:30:00"
30713,"AER","18:31:00"
30714,"AER","18:31:00"
30715,"AER","18:31:00"
30716,"AER","18:31:00"
30717,"AER","18:31:00"
30718,"AER","18:31:00"
30719,"AER","18:35:00"
30720,"AER","18:35:00"
30721,"AER","18:35:00"
30722,"AER","18:36:00"
30723,"AER","18:41:00"
30724,"AER","18:48:00"
30725,"AER","18:51:00"
30726,"AER","18:55:00"
30727,"AER","18:55:00"
30728,"AER","18:59:00"
30729,"AER","22:16:00"
30730,"AER","22:17:00"
30731,"AER","22:19:00"
30732,"AER","22:25:00"
30733,"AER","22:25:00"
30734,"AER","22:25:00"
30735,"AER","22:25:00"
30736,"AER","22:25:00"
30737,"AER","22:25:00"
30738,"AER","22:26:00"
30739,"AER","22:26:00"
30740,"AER","22:26:00"
30741,"AER","22:28:00"
30742,"AER","22:28:00"
30743,"AER","22:28:00"
30744,"AER","22:28:00"
30745,"AER","22:28:00"
30746,"AER","22:30:00"
30747,"AER","22:30:00"
30748,"AER","22:30:00"
30749,"AER","22:31:00"
30750,"AER","22:37:00"
30751,"AER","22:37:00"
30752,"AER","22:37:00"
30753,"AER","22:38:00"
30754,"AER","22:41:00"
30755,"AER","22:43:00"
30756,"AER","22:46:00"
30757,"AER","22:47:00"
30758,"AER","22:48:00"
30759,"AER","22:48:00"
30760,"AER","22:48:00"
30761,"AER","22:48:00"
30762,"AER","22:51:00"
30763,"AER","22:54:00"
30764,"AER","22:54:00"
30765,"AER","22:54:00"
30766,"AER","22:58:00"
30767,"AER","22:58:00"
30768,"AER","22:58:00"
30769,"AER","23:03:00"
30770,"AER","23:03:00"
30771,"AER","23:03:00"
30772,"AER","23:05:00"
30773,"AER","23:05:00"
30774,"AER","23:05:00"
30775,"AER","23:07:00"
30776,"AER","23:07:00"
30777,"AER","23:07:00"
30778,"AER","23:07:00"
30779,"AER","23:07:00"
30780,"AER","23:07:00"
30781,"AER","23:07:00"
30782,"AER","23:07:00"
30783,"AER","23:07:00"
30784,"AER","23:07:00"
30785,"AER","23:11:00"
30786,"AER","23:14:00"
30787,"AER","23:14:00"
30788,"AER","23:14:00"
30789,"AER","26:09:00"
30790,"AER","26:11:00"
30791,"AER","30:01:00"
30792,"AER","30:03:00"
30793,"AER","30:03:00"
30794,"AER","30:03:00"
30795,"AER","30:04:00"
30796,"AER","30:11:00"
30797,"AER","30:11:00"
30798,"AER","30:14:00"
30799,"AER","30:18:00"
30800,"AER","30:18:00"
30801,"AER","30:21:00"
30802,"AER","30:25:00"
30803,"AER","30:25:00"
30804,"AER","30:31:00"
30805,"AER","30:31:00"
30806,"AER","30:31:00"
30807,"AER","30:31:00"
30808,"AER","30:31:00"
30809,"AER","30:31:00"
30810,"AER","30:31:00"
30811,"AER","30:31:00"
30812,"AER","30:31:00"
30813,"AER","30:31:00"
30814,"AER","30:37:00"
30815,"AER","30:40:00"
30816,"AER","30:41:00"
30817,"AER","30:45:00"
30818,"AER","30:45:00"
30819,"AER","30:43:00"
30820,"AER","30:43:00"
30821,"AER","30:43:00"
30822,"AER","30:43:00"
30823,"AER","30:42:00"
30824,"AER","30:40:00"
30825,"AER","30:40:00"
30826,"AER","30:40:00"
30827,"AER","30:49:00"
30828,"AER","30:51:00"
30829,"AER","30:51:00"
30830,"AER","30:51:00"
30831,"AER","30:54:00"
30832,"AER","30:52:00"
30833,"AER","30:55:00"
30834,"AER","30:55:00"
30835,"AER","30:55:00"
30836,"AER","30:55:00"
30837,"AER","30:55:00"
30838,"AER","30:55:00"
30839,"AER","30:55:00"
30840,"AER","30:55:00"
30841,"AER","30:59:00"
30842,"AER","30:59:00"
30843,"AER","31:03:00"
30844,"AER","31:03:00"
30845,"AER","31:07:00"
30846,"AER","31:12:00"
30847,"AER","31:17:00"
30848,"AER","31:18:00"
30849,"AER","31:18:00"
30850,"AER","31:18:00"
30851,"AER","31:18:00"
30852,"AER","35:07:00"
30853,"AER","35:07:00"
30854,"AER","35:09:00"
30855,"AER","35:12:00"
30856,"AER","35:16:00"
30857,"AER","35:20:00"
30858,"AER","35:20:00"
30859,"AER","35:24:00"
30860,"AER","35:24:00"
30861,"AER","35:24:00"
30862,"AER","35:24:00"
30863,"AER","35:24:00"
30864,"AER","35:24:00"
30865,"AER","35:27:00"
30866,"AER","35:32:00"
30867,"AER","35:37:00"
30868,"AER","35:45:00"
30869,"AER","35:45:00"
30870,"AER","35:45:00"
30871,"AER","35:45:00"
30872,"AER","35:45:00"
30873,"AER","35:51:00"
30874,"AER","35:51:00"
30875,"AER","35:51:00"
30876,"AER","35:56:00"
30877,"AER","35:58:00"
30878,"AER","36:05:00"
30879,"AER","36:07:00"
30880,"AER","36:03:00"
30881,"AER","36:03:00"
30882,"AER","36:03:00"
30883,"AER","36:10:00"
30884,"AER","36:10:00"
30885,"AER","36:10:00"
30886,"AER","36:18:00"
30887,"AER","36:18:00"
30888,"AER","36:18:00"
30889,"AER","36:18:00"
30890,"AER","36:18:00"
30891,"AER","36:18:00"
30892,"AER","36:19:00"
30893,"AER","36:21:00"
30894,"AER","36:29:00"
30895,"AER","36:33:00"
30896,"AER","36:37:00"
30897,"AER","36:37:00"
30898,"AER","36:41:00"
30899,"AER","36:41:00"
30900,"AER","36:41:00"
30901,"AER","36:41:00"
30902,"AER","36:41:00"
30903,"AER","36:49:00"
30904,"AER","36:49:00"
30905,"AER","36:52:00"
30906,"AER","36:55:00"
30907,"AER","36:58:00"
30908,"AER","40:17:00"
30909,"AER","40:17:00"
30910,"AER","40:21:00"
30911,"AER","40:21:00"
30912,"AER","43:51:00"
30913,"AER","43:52:00"
30914,"AER","44:01:00"
30915,"AER","44:03:00"
30916,"AER","44:03:00"
30917,"AER","44:03:00"
30918,"AER","44:04:00"
30919,"AER","44:04:00"
30920,"AER","44:05:00"
30921,"AER","44:05:00"
30922,"AER","44:10:00"
30923,"AER","44:16:00"
30924,"AER","44:16:00"
30925,"AER","44:16:00"
30926,"AER","44:14:00"
30927,"AER","44:14:00"
30928,"AER","44:14:00"
30929,"AER","44:14:00"
30930,"AER","44:14:00"
30931,"AER","44:11:00"
30932,"AER","44:16:00"
30933,"AER","44:16:00"
30934,"AER","44:16:00"
30935,"AER","44:16:00"
30936,"AER","44:19:00"
30937,"AER","44:22:00"
30938,"AER","44:24:00"
30939,"AER","44:22:00"
30940,"AER","44:30:00"
30941,"AER","44:30:00"
30942,"AER","48:10:00"
30943,"AER","48:10:00"
30944,"AER","48:12:00"
30945,"AER","48:12:00"
30946,"AER","48:12:00"
30947,"AER","48:12:00"
30948,"AER","48:12:00"
30949,"AER","48:16:00"
30950,"AER","48:19:00"
30951,"AER","48:19:00"
30952,"AER","48:24:00"
30953,"AER","48:24:00"
30954,"AER","48:24:00"
30955,"AER","48:24:00"
30956,"AER","48:24:00"
30957,"AER","48:28:00"
30958,"AER","48:28:00"
30959,"AER","48:28:00"
30960,"AER","48:28:00"
30961,"AER","48:28:00"
30962,"AER","48:29:00"
30963,"AER","48:29:00"
30964,"AER","48:29:00"
30965,"AER","48:29:00"
30966,"AER","48:31:00"
30967,"AER","48:34:00"
30968,"AER","48:34:00"
30969,"AER","48:36:00"
30970,"AER","48:36:00"
30971,"AER","48:36:00"
30972,"AER","48:36:00"
30973,"AER","48:37:00"
30974,"AER","48:37:00"
30975,"AER","48:42:00"
30976,"AER","48:42:00"
30977,"AER","48:42:00"
30978,"AER","48:43:00"
30979,"AER","48:43:00"
30980,"AER","48:45:00"
30981,"AER","52:48:00"
30982,"AER","52:48:00"
30983,"AER","52:54:00"
30984,"AER","52:58:00"
30985,"AER","53:00:00"
30986,"AER","53:00:00"
30987,"AER","53:05:00"
30988,"AER","53:05:00"
30989,"AER","53:07:00"
30990,"AER","53:07:00"
30991,"AER","53:07:00"
30992,"AER","53:07:00"
30993,"AER","53:09:00"
30994,"AER","53:11:00"
30995,"AER","53:11:00"
30996,"AER","53:11:00"
30997,"AER","53:11:00"
30998,"AER","53:11:00"
30999,"AER","53:11:00"
31000,"AER","53:11:00"
31001,"AER","53:11:00"
31002,"AER","53:11:00"
31003,"AER","53:12:00"
31004,"AER","53:13:00"
31005,"AER","53:16:00"
31006,"AER","53:16:00"
31007,"AER","53:16:00"
31008,"AER","53:22:00"
31009,"AER","53:26:00"
31010,"AER","53:33:00"
31011,"AER","56:51:00"
31012,"AER","56:57:00"
31013,"AER","56:57:00"
31014,"AER","56:57:00"
31015,"AER","57:01:00"
31016,"AER","57:05:00"
31017,"AER","57:05:00"
31018,"AER","57:07:00"
31019,"AER","57:07:00"
31020,"AER","57:12:00"
31021,"AER","57:12:00"
31022,"AER","57:16:00"
31023,"AER","57:16:00"
31024,"AER","57:19:00"
31025,"AER","57:24:00"
31026,"AER","57:25:00"
31027,"AER","57:25:00"
31028,"AER","57:25:00"
31029,"AER","61:33:00"
31030,"AER","61:33:00"
31031,"AER","61:38:00"
31032,"AER","61:42:00"
31033,"AER","61:42:00"
31034,"AER","61:42:00"
31035,"AER","61:42:00"
31036,"AER","61:44:00"
31037,"AER","61:44:00"
31038,"AER","61:44:00"
31039,"AER","61:44:00"
31040,"AER","61:49:00"
31041,"AER","61:52:00"
31042,"AER","61:52:00"
31043,"AER","61:52:00"
31044,"AER","61:52:00"
31045,"AER","61:56:00"
31046,"AER","61:57:00"
31047,"AER","61:57:00"
31048,"AER","61:57:00"
31049,"AER","61:57:00"
31050,"AER","61:57:00"
31051,"AER","61:57:00"
31052,"AER","62:03:00"
31053,"AER","62:03:00"
31054,"AER","62:02:00"
31055,"AER","62:02:00"
31056,"AER","62:02:00"
31057,"AER","62:02:00"
31058,"AER","62:02:00"
31059,"AER","62:02:00"
31060,"AER","62:02:00"
31061,"AER","62:02:00"
31062,"AER","62:08:00"
31063,"AER","62:10:00"
31064,"AER","62:12:00"
31065,"AER","62:16:00"
31066,"AER","62:23:00"
31067,"AER","62:23:00"
31068,"AER","62:23:00"
31069,"AER","62:23:00"
31070,"AER","62:23:00"
31071,"AER","62:24:00"
31072,"AER","62:24:00"
31073,"AER","62:24:00"
31074,"AER","62:24:00"
31075,"AER","62:27:00"
31076,"AER","62:28:00"
31077,"AER","62:30:00"
31078,"AER","62:33:00"
31079,"AER","62:36:00"
31080,"AER","62:41:00"
31081,"AER","62:46:00"
31082,"AER","62:46:00"
31083,"AER","66:19:00"
31084,"AER","66:19:00"
31085,"AER","66:21:00"
31086,"AER","66:20:00"
31087,"AER","66:20:00"
31088,"AER","66:20:00"
31089,"AER","66:20:00"
31090,"AER","68:48:00"
31091,"AER","68:48:00"
31092,"AER","68:48:00"
31093,"AER","68:54:00"
31094,"AER","68:55:00"
31095,"AER","68:57:00"
31096,"AER","68:58:00"
31097,"AER","69:00:00"
31464,"ARH",NULL
31465,"ARH",NULL
31466,"ARH","00:03:00"
31467,"ARH","00:03:00"
31468,"ARH","00:04:00"
31469,"ARH","03:56:00"
31470,"ARH","03:56:00"
31471,"ARH","03:56:00"
31472,"ARH","04:03:00"
31473,"ARH","04:08:00"
31474,"ARH","04:13:00"
