"flight_id","departure_airport","sum"
201,"DME","30:56:00"
202,"DME","30:56:00"
203,"DME","30:56:00"
204,"DME","30:56:00"
205,"DME","31:00:00"
206,"DME","31:03:00"
207,"DME","31:07:00"
208,"DME","31:08:00"
209,"DME","31:16:00"
210,"DME","31:21:00"
211,"DME","31:22:00"
212,"DME","31:25:00"
213,"DME","31:29:00"
214,"DME","31:34:00"
215,"DME","31:34:00"
216,"DME","31:34:00"
217,"DME","31:34:00"
218,"DME","31:34:00"
219,"DME","31:38:00"
220,"DME","31:41:00"
221,"DME","31:45:00"
222,"DME","31:49:00"
223,"DME","31:51:00"
224,"DME","31:53:00"
225,"DME","31:53:00"
226,"DME","31:53:00"
227,"DME","31:53:00"
228,"DME","31:53:00"
229,"DME","31:54:00"
230,"DME","31:54:00"
231,"DME","31:54:00"
232,"DME","31:54:00"
233,"DME","31:54:00"
234,"DME","31:54:00"
235,"DME","31:54:00"
236,"DME","31:54:00"
237,"DME","31:54:00"
238,"DME","31:54:00"
239,"DME","31:57:00"
240,"DME","32:03:00"
241,"DME","32:03:00"
242,"DME","32:03:00"
243,"DME","32:03:00"
244,"DME","32:11:00"
245,"DME","32:13:00"
246,"DME","32:13:00"
247,"DME","32:18:00"
248,"DME","32:18:00"
249,"DME","32:20:00"
250,"DME","32:26:00"
251,"DME","32:28:00"
252,"DME","32:28:00"
253,"DME","32:28:00"
254,"DME","32:28:00"
255,"DME","32:32:00"
256,"DME","32:32:00"
257,"DME","32:32:00"
258,"DME","32:38:00"
259,"DME","32:45:00"
260,"DME","32:45:00"
261,"DME","32:45:00"
262,"DME","32:45:00"
263,"DME","32:45:00"
264,"DME","32:45:00"
265,"DME","36:17:00"
266,"DME","36:17:00"
267,"DME","36:17:00"
268,"DME","36:17:00"
269,"DME","36:17:00"
270,"DME","36:17:00"
271,"DME","39:21:00"
272,"DME","39:27:00"
273,"DME","39:34:00"
274,"DME","39:34:00"
275,"DME","39:33:00"
276,"DME","39:39:00"
277,"DME","39:40:00"
278,"DME","39:40:00"
279,"DME","39:41:00"
280,"DME","39:41:00"
281,"DME","39:45:00"
282,"DME","39:44:00"
283,"DME","39:44:00"
284,"DME","39:44:00"
285,"DME","39:44:00"
286,"DME","39:45:00"
287,"DME","39:45:00"
288,"DME","39:51:00"
289,"DME","39:57:00"
290,"DME","39:57:00"
291,"DME","39:57:00"
292,"DME","39:53:00"
293,"DME","39:53:00"
294,"DME","39:53:00"
295,"DME","39:59:00"
296,"DME","39:59:00"
297,"DME","40:06:00"
298,"DME","40:11:00"
299,"DME","40:11:00"
300,"DME","40:11:00"
301,"DME","40:12:00"
302,"DME","40:16:00"
303,"DME","40:16:00"
304,"DME","40:16:00"
305,"DME","40:22:00"
306,"DME","40:24:00"
307,"DME","40:25:00"
308,"DME","40:28:00"
309,"DME","40:28:00"
310,"DME","40:28:00"
311,"DME","40:28:00"
312,"DME","40:33:00"
313,"DME","40:36:00"
314,"DME","40:36:00"
315,"DME","40:38:00"
316,"DME","40:38:00"
317,"DME","40:41:00"
318,"DME","40:41:00"
319,"DME","40:41:00"
320,"DME","40:44:00"
321,"DME","40:45:00"
322,"DME","40:45:00"
323,"DME","40:45:00"
324,"DME","44:30:00"
325,"DME","44:30:00"
326,"DME","44:32:00"
327,"DME","44:32:00"
328,"DME","44:35:00"
329,"DME","44:35:00"
330,"DME","44:35:00"
331,"DME","47:32:00"
332,"DME","47:35:00"
333,"DME","50:51:00"
334,"DME","50:51:00"
335,"DME","50:52:00"
336,"DME","50:52:00"
337,"DME","50:52:00"
338,"DME","50:52:00"
339,"DME","50:54:00"
340,"DME","50:59:00"
341,"DME","50:59:00"
342,"DME","51:01:00"
343,"DME","51:01:00"
344,"DME","51:03:00"
345,"DME","51:03:00"
346,"DME","53:54:00"
347,"DME","53:54:00"
348,"DME","53:54:00"
349,"DME","53:54:00"
350,"DME","53:54:00"
351,"DME","53:57:00"
352,"DME","54:01:00"
353,"DME","54:01:00"
354,"DME","54:01:00"
355,"DME","54:04:00"
356,"DME","54:08:00"
357,"DME","54:11:00"
358,"DME","54:15:00"
359,"DME","54:15:00"
360,"DME","54:15:00"
361,"DME","54:15:00"
362,"DME","54:16:00"
363,"DME","54:16:00"
364,"DME","54:20:00"
365,"DME","54:24:00"
366,"DME","54:24:00"
367,"DME","54:24:00"
368,"DME","54:24:00"
369,"DME","54:24:00"
370,"DME","54:28:00"
371,"DME","54:29:00"
372,"DME","54:32:00"
373,"DME","54:32:00"
374,"DME","54:32:00"
375,"DME","54:35:00"
376,"DME","54:37:00"
377,"DME","54:40:00"
378,"DME","54:40:00"
379,"DME","54:40:00"
380,"DME","54:40:00"
381,"DME","54:40:00"
382,"DME","54:40:00"
383,"DME","54:41:00"
384,"DME","54:41:00"
385,"DME","58:00:00"
386,"DME","58:00:00"
387,"DME","58:02:00"
388,"DME","58:06:00"
389,"DME","58:06:00"
390,"DME","58:06:00"
391,"DME","58:10:00"
392,"DME","61:37:00"
393,"DME","61:37:00"
394,"DME","61:37:00"
395,"DME","61:37:00"
396,"DME","61:42:00"
397,"DME","61:42:00"
398,"DME","61:42:00"
399,"DME","61:45:00"
400,"DME","61:45:00"
401,"DME","61:45:00"
402,"DME","61:45:00"
403,"DME","61:45:00"
404,"DME","61:49:00"
405,"DME","61:59:00"
406,"DME","61:59:00"
407,"DME","61:59:00"
408,"DME","61:59:00"
409,"DME","62:01:00"
410,"DME","62:01:00"
411,"DME","62:04:00"
412,"DME","62:10:00"
413,"DME","62:10:00"
414,"DME","62:13:00"
415,"DME","62:13:00"
416,"DME","64:26:00"
417,"DME","64:26:00"
418,"DME","64:30:00"
419,"DME","64:30:00"
420,"DME","64:30:00"
421,"DME","64:30:00"
422,"DME","64:31:00"
423,"DME","64:33:00"
424,"DME","64:33:00"
425,"DME","64:34:00"
426,"DME","64:34:00"
427,"DME","64:36:00"
428,"DME","64:36:00"
429,"DME","64:42:00"
430,"DME","64:43:00"
431,"DME","64:43:00"
432,"DME","64:43:00"
433,"DME","64:47:00"
434,"DME","64:50:00"
435,"DME","64:51:00"
436,"DME","64:52:00"
437,"DME","64:52:00"
438,"DME","64:59:00"
439,"DME","64:59:00"
440,"DME","65:01:00"
441,"DME","68:33:00"
442,"DME","68:38:00"
443,"DME","68:39:00"
444,"DME","68:39:00"
445,"DME","68:39:00"
446,"DME","68:39:00"
447,"DME","68:45:00"
448,"DME","68:45:00"
449,"DME","68:45:00"
450,"DME","68:45:00"
451,"DME","68:48:00"
452,"DME","68:48:00"
453,"DME","68:48:00"
454,"DME","68:48:00"
455,"DME","68:51:00"
456,"DME","68:51:00"
457,"DME","68:51:00"
458,"DME","68:54:00"
459,"DME","68:54:00"
460,"DME","68:54:00"
461,"DME","68:56:00"
462,"DME","68:57:00"
463,"DME","68:57:00"
464,"DME","68:57:00"
465,"DME","69:00:00"
466,"DME","69:00:00"
467,"DME","69:00:00"
468,"DME","69:00:00"
469,"DME","69:03:00"
470,"DME","69:07:00"
471,"DME","69:10:00"
472,"DME","69:10:00"
473,"DME","69:11:00"
474,"DME","69:14:00"
475,"DME","69:16:00"
476,"DME","69:17:00"
477,"DME","69:17:00"
478,"DME","69:17:00"
479,"DME","69:22:00"
480,"DME","69:23:00"
481,"DME","69:23:00"
482,"DME","69:24:00"
483,"DME","69:24:00"
484,"DME","69:24:00"
485,"DME","69:24:00"
486,"DME","69:24:00"
487,"DME","69:26:00"
488,"DME","69:26:00"
489,"DME","69:26:00"
490,"DME","69:30:00"
491,"DME","69:37:00"
492,"DME","69:37:00"
493,"DME","69:43:00"
494,"DME","69:43:00"
495,"DME","69:43:00"
496,"DME","69:44:00"
497,"DME","69:44:00"
498,"DME","69:51:00"
499,"DME","69:51:00"
500,"DME","69:51:00"
501,"DME","69:56:00"
502,"DME","69:56:00"
503,"DME","69:56:00"
504,"DME","70:01:00"
505,"DME","70:07:00"
506,"DME","70:07:00"
507,"DME","70:12:00"
508,"DME","70:13:00"
509,"DME","70:15:00"
510,"DME","70:15:00"
511,"DME","70:15:00"
512,"DME","70:16:00"
513,"DME","70:17:00"
514,"DME","70:18:00"
515,"DME","70:20:00"
516,"DME","70:23:00"
517,"DME","70:25:00"
518,"DME","70:30:00"
519,"DME","70:32:00"
520,"DME","70:34:00"
521,"DME","70:34:00"
522,"DME","70:34:00"
523,"DME","70:38:00"
524,"DME","70:38:00"
525,"DME","70:43:00"
526,"DME","70:45:00"
527,"DME","70:45:00"
528,"DME","70:45:00"
529,"DME","70:45:00"
530,"DME","70:45:00"
531,"DME","70:46:00"
532,"DME","70:50:00"
533,"DME","70:56:00"
534,"DME","71:02:00"
535,"DME","71:05:00"
536,"DME","71:08:00"
537,"DME","71:08:00"
538,"DME","71:08:00"
539,"DME","71:11:00"
540,"DME","71:11:00"
541,"DME","71:11:00"
542,"DME","71:11:00"
543,"DME","71:11:00"
544,"DME","71:14:00"
545,"DME","71:16:00"
546,"DME","71:18:00"
547,"DME","71:18:00"
548,"DME","71:18:00"
549,"DME","71:18:00"
550,"DME","71:22:00"
551,"DME","71:24:00"
552,"DME","71:24:00"
553,"DME","71:24:00"
554,"DME","71:24:00"
555,"DME","71:26:00"
556,"DME","74:06:00"
557,"DME","74:06:00"
558,"DME","74:09:00"
559,"DME","74:09:00"
560,"DME","74:11:00"
561,"DME","74:11:00"
562,"DME","74:14:00"
563,"DME","74:19:00"
564,"DME","74:19:00"
565,"DME","74:19:00"
566,"DME","74:21:00"
567,"DME","77:00:00"
568,"DME","77:01:00"
569,"DME","77:01:00"
570,"DME","77:02:00"
571,"DME","80:39:00"
572,"DME","80:39:00"
573,"DME","80:39:00"
574,"DME","80:39:00"
575,"DME","80:39:00"
576,"DME","80:39:00"
577,"DME","80:39:00"
578,"DME","80:39:00"
579,"DME","80:39:00"
580,"DME","80:39:00"
581,"DME","80:43:00"
582,"DME","80:46:00"
583,"DME","80:46:00"
584,"DME","80:46:00"
585,"DME","80:53:00"
586,"DME","80:54:00"
587,"DME","81:00:00"
588,"DME","81:05:00"
589,"DME","81:05:00"
590,"DME","81:12:00"
591,"DME","81:14:00"
592,"DME","81:19:00"
593,"DME","81:20:00"
594,"DME","81:22:00"
595,"DME","81:24:00"
596,"DME","81:24:00"
597,"DME","81:24:00"
598,"DME","81:24:00"
599,"DME","81:26:00"
600,"DME","81:26:00"
601,"DME","81:26:00"
602,"DME","81:26:00"
603,"DME","81:26:00"
604,"DME","81:26:00"
605,"DME","81:26:00"
606,"DME","81:26:00"
607,"DME","81:26:00"
608,"DME","81:26:00"
609,"DME","81:26:00"
610,"DME","81:26:00"
611,"DME","81:26:00"
612,"DME","81:26:00"
613,"DME","81:26:00"
614,"DME","81:26:00"
615,"DME","81:32:00"
616,"DME","81:36:00"
617,"DME","81:36:00"
618,"DME","81:36:00"
619,"DME","81:39:00"
620,"DME","81:41:00"
621,"DME","81:41:00"
622,"DME","81:44:00"
623,"DME","81:48:00"
624,"DME","81:48:00"
625,"DME","81:50:00"
626,"DME","81:50:00"
627,"DME","81:50:00"
628,"DME","81:53:00"
629,"DME","81:53:00"
630,"DME","81:57:00"
631,"DME","81:57:00"
632,"DME","81:57:00"
633,"DME","81:57:00"
634,"DME","82:00:00"
635,"DME","82:05:00"
636,"DME","82:05:00"
637,"DME","82:05:00"
638,"DME","82:05:00"
639,"DME","82:05:00"
640,"DME","82:11:00"
641,"DME","82:11:00"
642,"DME","82:13:00"
643,"DME","82:13:00"
644,"DME","82:17:00"
645,"DME","82:23:00"
646,"DME","82:26:00"
647,"DME","82:28:00"
648,"DME","82:29:00"
649,"DME","82:29:00"
650,"DME","82:31:00"
651,"DME","82:37:00"
652,"DME","82:37:00"
653,"DME","82:37:00"
654,"DME","82:37:00"
655,"DME","82:37:00"
656,"DME","82:37:00"
657,"DME","82:37:00"
658,"DME","82:38:00"
659,"DME","82:38:00"
660,"DME","82:38:00"
661,"DME","82:43:00"
662,"DME","82:46:00"
663,"DME","82:47:00"
664,"DME","82:47:00"
665,"DME","82:54:00"
666,"DME","82:56:00"
667,"DME","82:58:00"
668,"DME","83:00:00"
669,"DME","83:03:00"
670,"DME","83:06:00"
671,"DME","83:06:00"
672,"DME","83:07:00"
673,"DME","83:09:00"
674,"DME","83:13:00"
675,"DME","83:16:00"
676,"DME","83:16:00"
677,"DME","83:16:00"
678,"DME","83:19:00"
679,"DME","83:19:00"
680,"DME","83:22:00"
681,"DME","83:28:00"
682,"DME","83:31:00"
683,"DME","83:31:00"
684,"DME","83:31:00"
685,"DME","83:34:00"
686,"DME","83:34:00"
687,"DME","83:34:00"
688,"DME","83:36:00"
689,"DME","83:36:00"
690,"DME","83:36:00"
691,"DME","83:36:00"
692,"DME","83:36:00"
693,"DME","83:36:00"
694,"DME","83:36:00"
695,"DME","83:38:00"
696,"DME","83:38:00"
697,"DME","83:48:00"
698,"DME","83:48:00"
699,"DME","83:48:00"
700,"DME","83:52:00"
701,"DME","83:52:00"
702,"DME","83:54:00"
703,"DME","83:54:00"
704,"DME","83:54:00"
705,"DME","83:54:00"
706,"DME","83:54:00"
707,"DME","83:56:00"
708,"DME","83:56:00"
709,"DME","83:59:00"
710,"DME","83:59:00"
711,"DME","84:00:00"
712,"DME","84:02:00"
713,"DME","84:04:00"
714,"DME","84:05:00"
715,"DME","84:05:00"
716,"DME","84:05:00"
717,"DME","84:05:00"
718,"DME","86:50:00"
719,"DME","86:50:00"
720,"DME","86:50:00"
721,"DME","86:53:00"
722,"DME","86:57:00"
723,"DME","86:57:00"
724,"DME","86:57:00"
725,"DME","86:57:00"
726,"DME","87:00:00"
727,"DME","87:00:00"
728,"DME","87:03:00"
729,"DME","87:03:00"
730,"DME","87:03:00"
731,"DME","87:03:00"
732,"DME","87:03:00"
733,"DME","87:08:00"
734,"DME","87:10:00"
735,"DME","87:17:00"
736,"DME","87:17:00"
737,"DME","87:19:00"
738,"DME","87:19:00"
739,"DME","87:19:00"
740,"DME","87:19:00"
741,"DME","87:22:00"
742,"DME","87:22:00"
743,"DME","87:22:00"
744,"DME","87:22:00"
745,"DME","87:26:00"
746,"DME","87:26:00"
747,"DME","87:26:00"
748,"DME","87:29:00"
749,"DME","87:31:00"
750,"DME","87:36:00"
751,"DME","87:39:00"
752,"DME","87:39:00"
753,"DME","87:40:00"
754,"DME","87:45:00"
755,"DME","87:45:00"
756,"DME","87:45:00"
757,"DME","87:52:00"
758,"DME","87:52:00"
759,"DME","90:35:00"
760,"DME","90:35:00"
761,"DME","90:35:00"
762,"DME","90:35:00"
763,"DME","90:35:00"
764,"DME","90:36:00"
765,"DME","90:36:00"
766,"DME","90:36:00"
767,"DME","90:41:00"
768,"DME","90:44:00"
769,"DME","90:45:00"
770,"DME","90:48:00"
771,"DME","90:49:00"
772,"DME","90:53:00"
773,"DME","90:53:00"
774,"DME","90:57:00"
775,"DME","90:57:00"
776,"DME","91:03:00"
777,"DME","91:03:00"
778,"DME","91:07:00"
779,"DME","91:07:00"
780,"DME","95:09:00"
781,"DME","95:13:00"
782,"DME","95:13:00"
783,"DME","95:14:00"
784,"DME","95:14:00"
785,"DME","95:16:00"
786,"DME","95:20:00"
787,"DME","95:23:00"
788,"DME","95:27:00"
789,"DME","95:27:00"
790,"DME","95:32:00"
791,"DME","95:32:00"
792,"DME","95:34:00"
793,"DME","95:37:00"
794,"DME","95:37:00"
795,"DME","95:40:00"
796,"DME","95:42:00"
797,"DME","95:46:00"
798,"DME","95:49:00"
799,"DME","95:49:00"
800,"DME","95:53:00"
801,"DME","95:56:00"
802,"DME","95:56:00"
803,"DME","95:56:00"
804,"DME","95:56:00"
805,"DME","95:56:00"
806,"DME","95:58:00"
807,"DME","95:58:00"
808,"DME","96:02:00"
809,"DME","96:02:00"
810,"DME","96:02:00"
811,"DME","96:05:00"
812,"DME","96:05:00"
813,"DME","96:05:00"
814,"DME","96:05:00"
815,"DME","96:05:00"
816,"DME","96:10:00"
817,"DME","96:10:00"
818,"DME","96:11:00"
819,"DME","96:11:00"
820,"DME","96:11:00"
821,"DME","96:12:00"
822,"DME","96:12:00"
823,"DME","96:16:00"
824,"DME","96:23:00"
825,"DME","96:23:00"
826,"DME","96:23:00"
827,"DME","96:23:00"
828,"DME","96:26:00"
829,"DME","96:31:00"
830,"DME","96:34:00"
831,"DME","96:34:00"
832,"DME","96:34:00"
833,"DME","96:34:00"
834,"DME","96:37:00"
835,"DME","96:41:00"
836,"DME","96:41:00"
837,"DME","96:42:00"
838,"DME","96:46:00"
839,"DME","96:46:00"
840,"DME","100:11:00"
841,"DME","100:13:00"
842,"DME","100:17:00"
843,"DME","100:23:00"
844,"DME","100:23:00"
845,"DME","100:23:00"
846,"DME","100:23:00"
847,"DME","100:23:00"
848,"DME","100:23:00"
849,"DME","100:27:00"
850,"DME","100:31:00"
851,"DME","100:34:00"
852,"DME","100:36:00"
853,"DME","100:36:00"
854,"DME","100:36:00"
855,"DME","100:41:00"
856,"DME","100:45:00"
857,"DME","100:45:00"
858,"DME","100:45:00"
859,"DME","100:45:00"
860,"DME","100:48:00"
861,"DME","100:50:00"
862,"DME","100:51:00"
863,"DME","100:55:00"
864,"DME","100:55:00"
865,"DME","100:57:00"
866,"DME","101:02:00"
867,"DME","101:02:00"
868,"DME","101:02:00"
869,"DME","101:02:00"
870,"DME","101:05:00"
871,"DME","101:06:00"
872,"DME","101:06:00"
873,"DME","101:06:00"
874,"DME","101:06:00"
875,"DME","101:10:00"
876,"DME","101:10:00"
877,"DME","101:10:00"
878,"DME","101:13:00"
879,"DME","101:14:00"
880,"DME","101:14:00"
881,"DME","101:14:00"
882,"DME","101:14:00"
883,"DME","101:14:00"
884,"DME","101:14:00"
885,"DME","101:19:00"
886,"DME","101:23:00"
887,"DME","101:23:00"
888,"DME","104:43:00"
889,"DME","104:45:00"
890,"DME","104:45:00"
891,"DME","104:45:00"
892,"DME","104:45:00"
893,"DME","104:48:00"
894,"DME","104:53:00"
895,"DME","104:53:00"
896,"DME","104:53:00"
897,"DME","104:57:00"
898,"DME","104:57:00"
899,"DME","105:00:00"
900,"DME","105:00:00"
901,"DME","105:00:00"
902,"DME","105:01:00"
903,"DME","105:05:00"
904,"DME","108:11:00"
905,"DME","108:12:00"
906,"DME","108:14:00"
907,"DME","108:15:00"
908,"DME","108:15:00"
909,"DME","108:15:00"
910,"DME","108:18:00"
911,"DME","108:18:00"
912,"DME","108:21:00"
913,"DME","108:21:00"
914,"DME","108:25:00"
915,"DME","108:25:00"
916,"DME","108:25:00"
917,"DME","108:30:00"
918,"DME","108:30:00"
919,"DME","108:28:00"
920,"DME","108:31:00"
921,"DME","108:31:00"
922,"DME","108:31:00"
923,"DME","108:27:00"
924,"DME","111:20:00"
925,"DME","111:21:00"
926,"DME","111:21:00"
927,"DME","111:21:00"
928,"DME","111:29:00"
929,"DME","111:28:00"
930,"DME","111:32:00"
931,"DME","111:36:00"
932,"DME","111:40:00"
933,"DME","111:40:00"
934,"DME","111:40:00"
935,"DME","111:40:00"
936,"DME","111:40:00"
937,"DME","111:40:00"
938,"DME","111:49:00"
939,"DME","111:50:00"
940,"DME","111:55:00"
941,"DME","111:54:00"
942,"DME","111:57:00"
943,"DME","111:59:00"
944,"DME","112:01:00"
945,"DME","112:10:00"
946,"DME","112:10:00"
947,"DME","112:14:00"
948,"DME","112:23:00"
949,"DME","112:23:00"
950,"DME","112:25:00"
951,"DME","112:28:00"
952,"DME","112:28:00"
953,"DME","112:34:00"
954,"DME","112:34:00"
955,"DME","116:33:00"
956,"DME","116:33:00"
957,"DME","116:34:00"
958,"DME","116:34:00"
959,"DME","116:34:00"
960,"DME","116:34:00"
961,"DME","116:34:00"
962,"DME","116:34:00"
963,"DME","116:34:00"
964,"DME","116:34:00"
965,"DME","116:34:00"
966,"DME","116:38:00"
967,"DME","116:38:00"
968,"DME","116:38:00"
969,"DME","116:38:00"
970,"DME","116:38:00"
971,"DME","116:40:00"
972,"DME","116:40:00"
973,"DME","116:40:00"
974,"DME","116:40:00"
975,"DME","116:42:00"
976,"DME","116:42:00"
977,"DME","116:42:00"
978,"DME","116:42:00"
979,"DME","116:41:00"
980,"DME","116:41:00"
981,"DME","116:43:00"
982,"DME","116:43:00"
983,"DME","116:43:00"
984,"DME","116:43:00"
985,"DME","116:47:00"
986,"DME","116:49:00"
987,"DME","116:49:00"
988,"DME","116:49:00"
989,"DME","116:52:00"
990,"DME","116:52:00"
991,"DME","116:52:00"
992,"DME","116:56:00"
993,"DME","117:02:00"
994,"DME","117:04:00"
995,"DME","117:04:00"
996,"DME","117:04:00"
997,"DME","117:06:00"
998,"DME","117:07:00"
999,"DME","117:10:00"
1000,"DME","117:17:00"
1001,"DME","117:20:00"
1002,"DME","117:20:00"
1003,"DME","117:20:00"
1004,"DME","117:20:00"
1005,"DME","117:20:00"
1006,"DME","117:25:00"
1007,"DME","117:30:00"
1008,"DME","117:31:00"
1009,"DME","117:34:00"
1010,"DME","117:34:00"
1011,"DME","117:35:00"
1012,"DME","117:35:00"
1013,"DME","117:38:00"
1014,"DME","117:38:00"
1015,"DME","117:40:00"
1016,"DME","117:48:00"
1017,"DME","117:48:00"
1018,"DME","117:51:00"
1019,"DME","117:57:00"
1020,"DME","118:02:00"
1021,"DME","118:04:00"
1022,"DME","118:05:00"
1023,"DME","118:05:00"
1024,"DME","118:05:00"
1025,"DME","118:08:00"
1026,"DME","118:08:00"
1027,"DME","118:08:00"
1028,"DME","118:08:00"
1029,"DME","118:08:00"
1030,"DME","121:17:00"
1031,"DME","121:20:00"
1032,"DME","121:20:00"
1033,"DME","121:21:00"
1034,"DME","121:21:00"
1035,"DME","121:21:00"
1036,"DME","121:21:00"
1037,"DME","121:21:00"
1038,"DME","121:21:00"
1039,"DME","121:21:00"
1040,"DME","121:21:00"
1041,"DME","121:21:00"
1042,"DME","121:21:00"
1043,"DME","121:21:00"
1044,"DME","121:21:00"
1045,"DME","121:21:00"
1046,"DME","121:25:00"
1047,"DME","121:29:00"
1048,"DME","121:29:00"
1049,"DME","121:30:00"
1050,"DME","121:32:00"
1051,"DME","121:34:00"
1052,"DME","121:34:00"
1053,"DME","121:34:00"
1054,"DME","121:34:00"
1055,"DME","121:34:00"
1056,"DME","121:34:00"
1057,"DME","124:53:00"
1058,"DME","124:53:00"
1059,"DME","124:53:00"
1060,"DME","124:58:00"
1061,"DME","125:00:00"
1062,"DME","125:02:00"
1063,"DME","125:04:00"
1064,"DME","125:06:00"
1065,"DME","125:10:00"
1066,"DME","125:11:00"
1067,"DME","125:12:00"
1068,"DME","125:15:00"
1069,"DME","125:15:00"
